Rotanmyrkkykauppias,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Rotanmyrkkykauppias,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
Tuulta vaaralta,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
"Lautanen, itäintialainen",Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Attaque de nuit Champagne Sept 1915,Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Näköala Arredsøsta Frederiksværkiin,Ateneum,1953,Hans Beyer Tobiesenin testamenttikokoelma
"luonnos, sienitutkielmia",Ateneum,no date,Tuomo Sepon kokoelma
Kataoka Nizaemon VIII näytelmässä Kanadehon chusingura (Uskolliset vasallit),Ateneum,1908,Antellin kokoelmat
Lintu,Ateneum,2003,Beatrice Granbergin kokoelma
Kevätpilvet,Ateneum,no date,Tuomo Sepon kokoelma
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Babel,Kiasma,2002,Kiasman ystävät ry.
Järvimaisema,Ateneum,1953,Antellin kokoelmat
Kumarrus / Kumarrus I,Kiasma,2003,Skopin kokoelma
"Amritsar, Intia",Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Simon de Vos,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Simon de Vos,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Pikkukallo,Ateneum,2003,Skopin kokoelma
?,Sinebrychoffin taidemuseo,no date,Tellervo ja Matti Waskilammen kokoelma
Esplanaadi,Ateneum,1917,Katarina ja Leonard Bäcksbackan lahjoituskokoelma
Satamanäkymä (Concarneau),Sinebrychoffin taidemuseo,1928,Victoria Laurellin testamenttikokoelma
Seitsemän lehden sarja lehmiä ja sonneja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Seitsemän lehden sarja lehmiä ja sonneja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"Näyttelijät Onoe Baiko, Seki Sanjuro III, Ichikawa Danjuro VIII ja Ichikawa Kodanji IV näytelmässä Genyadana (Heikkoluonteisen Yosaburon tarina)",Ateneum,1908,Antellin kokoelmat
Haarukka,Sinebrychoffin taidemuseo,no date,Beatrice Granbergin kokoelma
Horatius Gentilescius,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Horatius Gentilescius,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Drive,Kiasma,2003,Skopin kokoelma
nimetön (omakuva),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Preussin kuningas Fredric Wilhelm I,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Preussin kuningas Fredric Wilhelm I,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Elämänlämpö,Ateneum,1905,Antellin kokoelmat
nimetön ; harjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"luonnos, seisova nainen",Ateneum,no date,Tuomo Sepon kokoelma
"Richmond, lotjia",Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Lautanen,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
no title,Kiasma,2016,Kansan Sivistysrahaston Päivi ja Paavo Lipposen rahaston taidekokoelma
Sotilas kallion nojalla keskustelussa toisen kanssa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Sotilas kallion nojalla keskustelussa toisen kanssa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Nuoren miehen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Kamarineuvos H. Rosenbergin muotokuva,Ateneum,1893,Antellin kokoelmat
Kamarineuvos H. Rosenbergin muotokuva,Ateneum,1893,H. F. Antellin testamenttikokoelma
Huhtikuu,Ateneum,no date,Tuomo Sepon kokoelma
Pianon ääressä,Ateneum,1904,Antellin kokoelmat
"Johtaja C.A. Zitting, muotokuvaharjoitelma kasvoista",Ateneum,1926,Herman ja Elisabeth Hallonbladin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Miehiä rokokoopuvuissa kolmessa rivissä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Miehiä rokokoopuvuissa kolmessa rivissä,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Pää,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Sivukuva huivipäisestä akasta,Ateneum,1936,Ahlströmin kokoelma
Kirkas yö ; keskellä kirkko,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kirkas yö ; keskellä kirkko,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Alaston nainen toinen käsi kohotettuna,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Kaksi kulkuria,Ateneum,1936,Herman ja Elisabeth Hallonbladin kokoelma
"Johannes Evankelista ja oppilaansa Prohoros, venäläinen ikoni",Sinebrychoffin taidemuseo,1980,Sara Hildén
"Maisema, sika ja hevonen (Hiva Oa)",Ateneum,1908,Antellin kokoelmat
Aallonmurtaja Camoglissa,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Teatterikohtaus (Ida Aalberg Maria Stuartina),Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
Naisen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Muunnelmia teemasta tyttö ja huivi,Ateneum,2003,Skopin kokoelma
Klinikka ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
18-88,Ateneum,2003,Skopin kokoelma
Luurangot,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Luurangot,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kukkula meren äärellä,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Pellonpiennar,Ateneum,1914,Hovingin kokoelma
Nuoren miehen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Porta Galliera,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Lasitalo I,Kiasma,2003,Skopin kokoelma
Näyttelijöitä Sumida-joen rannalla,Ateneum,1908,Antellin kokoelmat
Järvimaisema,Ateneum,2009,Rolando ja Siv Pieraccinin kokoelma
Devonin kreivitär,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Devonin kreivitär,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kuolleet hevoset,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kuolleet hevoset,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Maskis,Ateneum,2003,Skopin kokoelma
Santina P:n muotokuva,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Eläimiä II,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
"Kuvitusta kirjaan Finska Folksagor, Berättade af Rafaël Hertzberg, satu Guldfogeln, luonnos sivun 13 kuvitukseen",Ateneum,2011,Ateneumin ystävien kokoelma
Charentonin vanha mylly,Ateneum,1924,Hovingin kokoelma
luonnos,Ateneum,no date,Tuomo Sepon kokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"Kuormarenki-runon kukkoaiheinen loppuvinjetti, originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen",Ateneum,1903,Antellin kokoelmat
nimetön (maisema) ; keskeneräinen,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Naisen rintakuva,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Joosef ja Potifarin vaimo,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Joosef ja Potifarin vaimo,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Perunalautanen,Ateneum,no date,Tuomo Sepon kokoelma
Ihmeellinen tapahtuma (2),Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Torppa,Ateneum,1917,Ivar Hörhammerin lahjoituskokoelma
Naisen pää (Heidi Blåfield),Ateneum,2007,Ritva ja Erkki Laaton kokoelma
Saluto,Ateneum,1919,Antellin kokoelmat
Saluto,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Ämmänkoski Kajaanissa ; Kuvitusta teokseen Finland framställdt i teckningar,Ateneum,1908,Antellin kokoelmat
Psyyken labyrintti,Ateneum,no date,Pieraccini säätiö
"Alaston miesmalli, akatemiaharjoitelma",Ateneum,1915,Kokoelma Montgomery
Kokki ja hänen vaimonsa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kokki ja hänen vaimonsa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Aurinko,Ateneum,2013,Rolando ja Siv Pieraccinin kokoelma
Arnulf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Arnulf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Seitsemän veljeksen kuvitusta,Ateneum,1934,Ahlströmin kokoelma
Äiti ja lapsi,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Graniittipoika I,Ateneum,1921,Ahlströmin kokoelma
"Näyttelijät Iwai Kumesaburo, Kataoka Nizaemon VIII ja Kataoka Gato näytelmässä Hachijin shugo no hanjo (Kahdeksan vartioleiriä)",Ateneum,1908,Antellin kokoelmat
Omakuva sähkövalossa,Ateneum,1931,Herman ja Elisabeth Hallonbladin kokoelma
Naisia ja kyyhkysiä,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Tuulipyöriä,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Lepotauko pakomatkalla Egyptiin: yökuvaus (The rest on the flight into Egypt: A Night Piece),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Lepotauko pakomatkalla Egyptiin: yökuvaus (The rest on the flight into Egypt: A Night Piece),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
Uimaranta,Ateneum,1901,Antellin kokoelmat
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Goethe (rintakuva),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Goethe (rintakuva),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Pojat rannalla,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Ehdotelmia vaakunakilviksi ja niiden koristeaiheiksi (9 lehteä sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ehdotelmia vaakunakilviksi ja niiden koristeaiheiksi (9 lehteä sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
luonnoslehtiö Gerlesborgskolan,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
Exlibris J. A. Thesleff,Ateneum,1900,Hovingin kokoelma
luonnoslehtiö,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Aamuvoimistelu,Ateneum,1960,Ahlströmin kokoelma
"Näyttelijät Onoe Baiko, Ichikawa Ichizo, Ichikawa Kodanji IV ja Ichikawa Danjuro VIII näytelmässä Hana no Misaka nekomata soshi (Misakan kummituskissa)",Ateneum,1908,Antellin kokoelmat
"Journée Girondines 1er, 2, 3 & 4 juin 1916 (juliste, ilman tekstejä)",Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Enkeli,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Enkeli,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
"Pääsiäismuna, venäläinen",Sinebrychoffin taidemuseo,2007,Susanne Lindgrénin lahjoituskokoelma
nimetön ; alastonmalliharjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Metsän reuna,Ateneum,no date,Tuomo Sepon kokoelma
Näyttelijä Ichikawa Momotaro Takiguchi Saburo Tsunetoshin roolissa,Ateneum,1908,Antellin kokoelmat
"Peili, japanilainen",Sinebrychoffin taidemuseo,2002,Beatrice Granbergin kokoelma
Noitamerkki,Kiasma,1997,Kokoelma Igor Eriksson
Les Fusilliers marins Dixmude Mars 1915,Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Galatean riemusaatto,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Galatean riemusaatto,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön (alastonmalliluonnos),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Tyttö,Ateneum,1928,Antellin kokoelmat
Vanha nainen ja kissa katselemassa rakastunutta paria,Ateneum,1921,Gösta ja Bertha Stenmanin lahjoituskokoelma
Kiirastuli,Ateneum,2010,Rolando ja Siv Pieraccinin kokoelma
"Francesco de Medici, Toscanan herttua",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Francesco de Medici, Toscanan herttua",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Nuoren naisen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Ratsastaja (Hevoset),Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
nimetön (omakuva),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Muuriin nojaava nainen,Ateneum,2011,Ateneumin ystävien kokoelma
Josef II laukkauttaa munkki- ja nunnaluostarit,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Josef II laukkauttaa munkki- ja nunnaluostarit,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
"Journée du poilu.  pour que papa vienne en permission, s'il vous plait",Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Satamakuva Lontoosta,Ateneum,1901,Antellin kokoelmat
Satamakuva Lontoosta,Ateneum,1901,Antellin kokoelmat; Collanin kokoelma
Kuutamomaisema,Ateneum,1940,Arvid Souranderin lahja
"Maria Magdalena, kopio Rafaelin triptyykin,  Ristiinnaulitseminen oikeasta siivestä",Ateneum,1896,Valtion kopiokokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Freesioita,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Jan van Milder,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Jan van Milder,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Seisova mies,Ateneum,1927,Katarina ja Leonard Bäcksbackan lahjoituskokoelma
Margareeta,Kiasma,2003,Skopin kokoelma
"Pyhä perhe, kopio Rembrandtin mukaan",Ateneum,1892,Valtion kopiokokoelma
nimetön (äidin muotokuva),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
no title,Ateneum,2010,Rolando ja Siv Pieraccinin kokoelma
Talonpoikia kapakan edustalla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Talonpoikia kapakan edustalla,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Adrianmeren maisema,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Italian muisto,Sinebrychoffin taidemuseo,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
?,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
Asetelma,Ateneum,1934,Ahlströmin kokoelma
"Lehmiä rannalla, luonnos",Ateneum,1953,Hans Beyer Tobiesenin testamenttikokoelma
nimetön (maisema) ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Mustataustainen omakuva,Ateneum,1915,Herman ja Elisabeth Hallonbladin kokoelma
Nuorukaisen rintakuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Nuorukaisen rintakuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
"Näyttelijät Onoe Kikugoro III, Ichikawa Monnosuke ja Seki Sanjuro II näytelmässä Ise heishi ume no mitekura (Jumalille uhrattu luumupuu)",Ateneum,1908,Antellin kokoelmat
Luutamummo I,Ateneum,1900,Hovingin kokoelma
Esihistoria,Kiasma,1998,Kouri-kokoelma
Josephine Beauharnais,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Matkamaalauksia,no publisher,no date,Markus Heikkerön arkisto
Musta romanssi / Kuva X,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Näytös I (kuva VI),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kuolemantanssi ; Der König,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kuolemantanssi ; Der König,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kello,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Italialainen mies lapsi käsivarrellaan,Ateneum,1914,Antellin kokoelmat
Kompositio,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Caprices de Iacobo Callot - peilikuvakopiot Callot´n sarjasta Balli di Sfessania,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Caprices de Iacobo Callot - peilikuvakopiot Callot´n sarjasta Balli di Sfessania,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
...Suurten lumisateiden päivinä,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
"Näyttelijät Ichikawa Danjuro VIII, Onoe Baiko ja Ichikawa Kodanji IV näytelmässä Hachiman matsuri (Hachiman-pyhäkön juhla)",Ateneum,1908,Antellin kokoelmat
Lintu häkissä,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Naisen rintakuva,Ateneum,1924,Hovingin kokoelma
Paronitar Delort de Gléon nuoremman miniatyyrimuotokuva,Ateneum,1920,Antellin kokoelmat
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Rutto,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Rutto,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Kansanedustaja Emil Rantanen,Ateneum,no date,Tuomo Sepon kokoelma
Pyhä Andreas,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Pyhä Andreas,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Näkymä Firenzestä,Ateneum,2012,Torvinin kokoelma
"Kaksintaistelu, luonnos",Ateneum,1995,Wäinö Wallin kokoelma
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Istuva mustapukuinen nainen,Ateneum,1955,Antellin kokoelmat
Näyttelijä Onoe Baiko näytelmässä Kanadehon chusingura (Uskolliset vasallit),Ateneum,1908,Antellin kokoelmat
Korttipeli lampun valossa,Ateneum,1915,Antellin kokoelmat
Amsterdamin Judengasse,Ateneum,1919,Antellin kokoelmat
Amsterdamin Judengasse,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Mies ikkunassa (Le Paysan à la fenétre),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Mies ikkunassa (Le Paysan à la fenétre),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Ateneum,2003,Skopin kokoelma
Pariisitar,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Metsästykseen lähtö,Sinebrychoffin taidemuseo,1901,Carl von Haartmanin testamenttikokoelma
"Carlo Lodovico, Etrutian kuningas -mitali",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Carlo Lodovico, Etrutian kuningas -mitali",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Vattenfall med berg,Ateneum,1917,Aspelin-Haapkylän kokoelma
Sarjasta Edon sata kuuluisaa näkymää,Ateneum,1908,Antellin kokoelmat
Meri,Ateneum,no date,Tuomo Sepon kokoelma
Omakuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,2003,Skopin kokoelma
Kuormamuulit,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kuormamuulit,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kylän kaunein tenttumies,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Karikatyyri, näyttelijä Elli Tompuri",Ateneum,1919,Antellin kokoelmat
Emprunt de la libération 1918. Société Marseillaise (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
"""Testamento per Luciana""",Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Asetelma,Sinebrychoffin taidemuseo,1941,Antellin kokoelmat
Noublions jamais (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
nimetön,Ateneum,no date,Tuomo Sepon kokoelma
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
nimetön (croquis),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Runoilija ja matkamies,Ateneum,1908,Antellin kokoelmat
Kuva V: Love is a smoke... (Romeo ja Julia),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Naisen selkä (istuva nainen),Ateneum,1922,Alfred Kordelinin Säätiön talletuskokoelma
Preussin prinssi Henrikin rintakuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Preussin prinssi Henrikin rintakuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Rembrandt,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Rembrandt,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Pääsiäismuna, venäläinen",Sinebrychoffin taidemuseo,2007,Susanne Lindgrénin lahjoituskokoelma
Neljä kohtausta Homeroksen Odysseus-tarinasta,Sinebrychoffin taidemuseo,1800,Helsingin yliopisto
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maisema,Kiasma,1990,Porkkana r.y. - Morot r.f.
Nimetön (Kukkasia),Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
nimetön ; luonnos (kaksipuolinen),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Lauma lepää (Le troupeau en repos),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Lauma lepää (Le troupeau en repos),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Puistonäkymiä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Puistonäkymiä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Asetelma,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Taglia Cantoni - Fracasso / Balli di Sfessania -sarja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Taglia Cantoni - Fracasso / Balli di Sfessania -sarja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Nuori alaston nainen, lapsi polvellaan, osoittaa tälle portailla istuvaa vanhusta",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Nuori alaston nainen, lapsi polvellaan, osoittaa tälle portailla istuvaa vanhusta",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Geisha harjaa hampaitaan; kalenterinlehti liitetty sommitteluun,Ateneum,1908,Antellin kokoelmat
Sarja eläinkuvia (7 kpl),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Sarja eläinkuvia (7 kpl),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
AIHE: Linnoituksen muuria vasten syöksyvä sotilas,Ateneum,1917,Aspelin-Haapkylän kokoelma
Exlibris Elsa Simberg,Ateneum,1999,Eino Mikkolan exlibris-kokoelmat
San Francesco 2,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Korttia pelaavia miehiä kahvilassa,Ateneum,1921,Gösta ja Bertha Stenmanin lahjoituskokoelma
Tenttumessias,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Matissen mukaan,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Etana ja juna kilpasilla,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kuningas Kaarle XIV Juhana,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Kristus ja Pilatus,Ateneum,1956,Antellin kokoelmat
Näyttelijät Sawamura Tanosuke ja Kataoka Gado näytelmässä Kanadehon chusingura (Uskolliset vasallit),Ateneum,1908,Antellin kokoelmat
Maalaistalon rosvous / Sodan kurjuudet - Les Grandes misères de la guerre,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Maalaistalon rosvous / Sodan kurjuudet - Les Grandes misères de la guerre,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Asetelma,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Seb. Vrancx,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Seb. Vrancx,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kalastaja ja karjaa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kalastaja ja karjaa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kuollut pikkulintu,Ateneum,1901,Antellin kokoelmat
Kuollut pikkulintu,Ateneum,1901,Antellin kokoelmat; Collanin kokoelma
Tytön pää,Ateneum,1995,Wäinö Wallin kokoelma
Talvimaisema,Ateneum,1940,Arvid Souranderin lahja
Moritz,Ateneum,2008,Ernst ja Eila Mether-Borgströmin kokoelma
