Boreas ryöstää Oreithyian,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kotkia (viisi lehteä kuuden lehden sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kotkia (viisi lehteä kuuden lehden sarjasta),Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
Kohtaus tarinasta Kanadehon chusingura (Uskolliset vasallit),Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
Pöydän ääressä istuva nainen,Ateneum,1995,Wäinö Wallin kokoelma
Uimaranta,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Jan van Goyen,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Jan van Goyen,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Sulkahattuinen nainen,Ateneum,1910,Antellin kokoelmat
Pokaali,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Seinäruusut,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Alaston,Ateneum,1929,Alfred Kordelinin Säätiön talletuskokoelma
nimetön,Ateneum,1997,Kokoelma Igor Eriksson
nimetön (omakuva),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Vinttikoirat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Vinttikoirat,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Miestensyöjä lepää,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Porvoon ranta-aittoja,Ateneum,1904,Antellin kokoelmat
L´amant aime,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
L´amant aime,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Reikäleivän muotoinen ympyräsommitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Massaciuccolin järvellä,Ateneum,1901,Antellin kokoelmat
Omakuva Ateneumissa,Ateneum,2011,Mukka
Roolihenkilöt Otaka Shuden ja Yokoyama Daizo tunnistamattomassa näytelmässä,Ateneum,1908,Antellin kokoelmat
Paul Rycaut,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Paul Rycaut,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kani ja savoijinkaali,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
"Näyttelijät Ichikawa Danzo VI, Kataoka Ichizo ja Nakamura Fukusuke näytelmässä Ki-ichi Hogen sanryaku no maki (Ki-ichi Hogenin sotataidon oppikirja)",Ateneum,1908,Antellin kokoelmat
Miehen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Jotain niille jotka odottavat,Kiasma,no date,Kansan Sivistysrahaston Päivi ja Paavo Lipposen rahaston taidekokoelma
nimetön (croquis),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
no title,Kiasma,no date,Kansan Sivistysrahaston Päivi ja Paavo Lipposen rahaston taidekokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maalaus III,Ateneum,1997,Kokoelma Igor Eriksson
Kuoleva hevonen,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Limppu II,Ateneum,no date,Tuomo Sepon kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Préparation de la Jeunesse Francaise au Service Militaire (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Lampaita,Ateneum,1922,Ahlströmin kokoelma
Piru tarkkailee maata,Ateneum,1931,Ahlströmin kokoelma
Miehiä ja naisia,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Tähtikävely,Ateneum,2003,Skopin kokoelma
Satama,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Näyttelijä Arashi Kanjuro Kazusa no Sukehein roolissa,Ateneum,1908,Antellin kokoelmat
"Anne Jacques de Bullion, Marquis de Farvaques",Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
"Anne Jacques de Bullion, Marquis de Farvaques",Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Runoilija Ono no Komachi ja hänen waka-runonsa,Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
P. Franciskuksen ilmestys,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
P. Franciskuksen ilmestys,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
"Talonpoikaistyyppejä, 11 lehteä 12 lehden sarjasta, Pieter Quastin mukaan",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Talonpoikaistyyppejä, 11 lehteä 12 lehden sarjasta, Pieter Quastin mukaan",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Sfinksin varpaat,Kiasma,2003,Skopin kokoelma
"Iloinen lohi, kuvanveistäjä Robert Stigellin muotokuva",Ateneum,1910,Antellin kokoelmat
Eräs Kustaa IV Adolfin opettaja,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Kylpeviä naisia,Sinebrychoffin taidemuseo,1901,Carl von Haartmanin testamenttikokoelma
Sarjasta Kristuksen kärsimys,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Sarjasta Kristuksen kärsimys,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Akvaario,Kiasma,2003,Skopin kokoelma
"Corn. Poelenburgh, puolivartalokuva",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"Corn. Poelenburgh, puolivartalokuva",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kaksi naista,Ateneum,1965,Gerda ja Salomo Wuorion kokoelma
Harjoitelma teokseen San Telmon rantatie Sevillassa,Ateneum,2003,Beatrice Granbergin kokoelma
Matkamaalauksia,no publisher,no date,Markus Heikkerön arkisto
Augustuksen riemukaari Rimonissa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Augustuksen riemukaari Rimonissa,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
"Tyttö hiilloksen ääressä (syksyllä), kuvan yli kulkevien säerivien kuvaamana",Ateneum,1908,Antellin kokoelmat
Abstrakti,Kiasma,2014,Aappo M. Kähösen lahjoituskokoelma
Jan Nieuwenhuyzen,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Jan Nieuwenhuyzen,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Seisova härkä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Seisova härkä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Sarjasta Kristus ja apostolit,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Sarjasta Kristus ja apostolit,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Isoäiti,Ateneum,1964,Antellin kokoelmat
Pormestari - Le Bourg-Mestre,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Pormestari - Le Bourg-Mestre,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Katu Tukholmassa (Drottninggatan),Sinebrychoffin taidemuseo,1909,Antellin kokoelmat
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
Lapsi pyörätuolissa,Ateneum,1919,Antellin kokoelmat
Lapsi pyörätuolissa,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kaupunki,Ateneum,no date,Tuomo Sepon kokoelma
Novelty. Ciné-Concert des Alliés (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Kustaa II Adolf kaatuu Lützenin taistelussa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kustaa II Adolf kaatuu Lützenin taistelussa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Theodor Galle,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Theodor Galle,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Taiteilijan muotokuva,Sinebrychoffin taidemuseo,1933,Aspelin-Haapkylän kokoelma
Mahana atua,Ateneum,1939,Ahlströmin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
In memoriam Impi Marjatta Gallen,Ateneum,1917,Aspelin-Haapkylän kokoelma
Kollaasi,Kiasma,2003,Skopin kokoelma
Seitsemän veljeksen kuvitusta,Ateneum,1934,Ahlströmin kokoelma
Cap.(o) Bonbardon - Cap. Grillo / Balli di Sfessania -sarja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Cap.(o) Bonbardon - Cap. Grillo / Balli di Sfessania -sarja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Vanha nainen ja lapsi,Ateneum,2011,Mukka
Kalkkunoita,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kalkkunoita,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Sipoon kallioita,Ateneum,2003,Skopin kokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Peldojoki,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Maisema,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Yllätys,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
"Numero viisitoista Stolt-runon alkuvinjetti, originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen",Ateneum,1903,Antellin kokoelmat
no title,Kiasma,no date,Kansan Sivistysrahaston Päivi ja Paavo Lipposen rahaston taidekokoelma
Vakoilija - Nainen ikkunassa,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Vakoilija - Nainen ikkunassa,Ateneum,1919,Antellin kokoelmat
Muusat,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Betulle,Kiasma,1990,Porkkana r.y. - Morot r.f.
Pyhimys (S. Ignazio ?) polvistuneena pilvissä olevien Jeesuksen ja Marian edessä - alttaritaulu,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Pyhimys (S. Ignazio ?) polvistuneena pilvissä olevien Jeesuksen ja Marian edessä - alttaritaulu,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Yksi ja monta,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Le Couché de la Mariée,Sinebrychoffin taidemuseo,1945,August ja Lydia Keirknerin taidekokoelma
"""19.7.-76""",Kiasma,2012,Anitta Kauramäki-Harju
Valkoinen poppeli,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Maisema Monte Senosta(?),Ateneum,2012,Rolando ja Siv Pieraccinin kokoelma
Iltamaisema,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
Ibsen kahvilassa,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
LaFayette ja Uncle Sam (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Koira,Ateneum,no date,Tuomo Sepon kokoelma
nimetön (pienoisveistos),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Miehen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Ratsastajia muurin ulkopuolella,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Ratsastajia muurin ulkopuolella,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kärsimysnäytelmä II,Ateneum,2012,Risto Vilhunen
Lehtokurppa,Ateneum,no date,Tuomo Sepon kokoelma
Talonpoikaistanssit Suomessa,Ateneum,1950,Ernst Kielenbeckin kokoelmat
Veljen talo,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maisema,Ateneum,1993,Wäinö Wallin kokoelma
"Pesaro, pysähtynyt vossikka",Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Vaikutelmia (kuva I),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Anna Maria Schurman,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Anna Maria Schurman,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Punaiset tanssikengät,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
?,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
Akrobatia (kuva VI),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Ensi lumi,Ateneum,1931,Ahlströmin kokoelma
Näyttelijä Bando Mitsugoro III Jihein roolissa,Ateneum,1908,Antellin kokoelmat
luonnos ; nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kallion läpi kulkeva tie,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kallion läpi kulkeva tie,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Puistoravintolassa,Ateneum,1919,Antellin kokoelmat
Puistoravintolassa,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Kompositio,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Lamppu ja kissa,Kiasma,2003,Skopin kokoelma
Opis,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Opis,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Miehen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Puistonäkymiä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Puistonäkymiä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Talonpoika ja kuolema taivaan portilla,Ateneum,1900,Hovingin kokoelma
Maisema Nurmeksesta,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
no title,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
no title,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kuningatar Desideria,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
August Strindbergin muotokuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Telakka,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Vihreä asetelma,Ateneum,1959,Antellin kokoelmat
Maisema,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Ratamo,Kiasma,2003,Skopin kokoelma
Kustaa II Adolf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kustaa II Adolf,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Adonis villikarjun surmaamana,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Adonis villikarjun surmaamana,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Sinebrychoffin taidemuseo,no date,Tellervo ja Matti Waskilammen kokoelma
Sisäkuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Sisäkuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kokki ojentamassa kukkakimppua naiselle,Ateneum,1921,Gösta ja Bertha Stenmanin lahjoituskokoelma
Itävallan keisarinna Maria Teresia,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
nimetön,Ateneum,1997,Kokoelma Igor Eriksson
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Elle nro 1,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Saturnus,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Saturnus,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Vuoteella lepäävä miesmalli,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
Agamemnon ja Menelaos Vulkanuksen johdattamina,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Agamemnon ja Menelaos Vulkanuksen johdattamina,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kankaankutoja,Ateneum,1915,Herman ja Elisabeth Hallonbladin kokoelma
Johannes Laurentius a Mosheim,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Johannes Laurentius a Mosheim,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Metsätie,Ateneum,1921,Herman ja Elisabeth Hallonbladin kokoelma
Luonnos,Ateneum,no date,Tuomo Sepon kokoelma
Vuoristosola,Ateneum,1917,Aspelin-Haapkylän kokoelma
Itämainen kauppias,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Itämainen kauppias,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Suvella,Ateneum,no date,Tuomo Sepon kokoelma
Paanajärvi sumussa,Ateneum,1953,Antellin kokoelmat
?,Sinebrychoffin taidemuseo,1926,Ahlströmin kokoelma
Äiti,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Ronin Date Yosaku sarjasta Tosei jihitsu kagami (Näyttelijöitä ja heidän käsialaansa),Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
Taiteilija Magnus Enckellin muotokuva,Ateneum,1915,Herman ja Elisabeth Hallonbladin kokoelma
Ingen rintakuva IV,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Litografia noir ardoise -taustalla,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Charles de la Fossen muotokuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Charles de la Fossen muotokuva,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Rytmien samankaltaisuus,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
Emprunt de la Libération. Banque d'Alsace et de Lorraine (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Saksin vaaliruhtinaan Fredrik Augustin muotokuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Saksin vaaliruhtinaan Fredrik Augustin muotokuva,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Lukeva vanha mies,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Lukeva vanha mies,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kengänpaikkaaja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Kengänpaikkaaja,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Apina,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Miehen rintakuva,Ateneum,1917,Aspelin-Haapkylän kokoelma
Näyttelijät Ichikawa Gado ja Yoroku näytelmässä Gonin otoko isoji no tateire (Viiden miehen viisikymmentä urotekoa),Ateneum,1908,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuntematon,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Perhekoru,Ateneum,1945,August ja Lydia Keirknerin taidekokoelma
Kukkia ruukussa,Ateneum,2007,Ritva ja Erkki Laaton kokoelma
Musiikkia,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Mathilda Wreden muotokuva,Ateneum,1916,Antellin kokoelmat
Lepäävä,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Aamu,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
Neitsyt Maria,Ateneum,1901,Antellin kokoelmat
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Sokerisirotin,Sinebrychoffin taidemuseo,no date,Beatrice Granbergin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Maisema,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Punainen kukka,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Vesiputous,Sinebrychoffin taidemuseo,1917,Aspelin-Haapkylän kokoelma
Letizia,Ateneum,no date,Rolando ja Siv Pieraccinin kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön (maisema),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
A l'appel de Rouget de l'Isle. Souscrivez á l'Emprunt de la Libération (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
Autio luostarinpiha,Ateneum,1953,Hans Beyer Tobiesenin testamenttikokoelma
Mamy Blue,Ateneum,2003,Skopin kokoelma
Karjaa juomassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Karjaa juomassa,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
no title,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
no title,Ateneum,1998,Utagawaha Monjinkai Societyn lahjoituskokoelma
Robert le Lorrain,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Robert le Lorrain,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Naisen muotokuva,Ateneum,2001,Ester ja Jalo Sihtolan Taidesäätiön lahjoituskokoelma
L'Association générale des mutilés de la guerre (juliste),Ateneum,1920,Hjalmar Linderin lahjoituskokoelma
"Potpurimaljakko, kiinalainen",Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Sukurasitus,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kalliopetäjä,Ateneum,1919,Antellin kokoelmat
Kalliopetäjä,Ateneum,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Katovuosi,Ateneum,1943,Herman ja Elisabeth Hallonbladin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Omakuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kylä,Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Everstiluutnantti C . G. Bäck,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Aittoja joen rannassa,Ateneum,2005,Yrjö ja Nanny Kauniston kokoelma
Tuhlaajapoika päätyy sikopaimeneksi / Tuhlaajapojan tarina,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Tuhlaajapoika päätyy sikopaimeneksi / Tuhlaajapojan tarina,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Iltapuku,Kiasma,2003,Skopin kokoelma
Lepäävä nainen,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Sisäkuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Hyväily yöllä 5.2.,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Purjosipuli,Ateneum,no date,Tuomo Sepon kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Kissanpoika,Ateneum,2009,Rolando ja Siv Pieraccinin kokoelma
"Sininen auto, 1979",Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903,Antellin kokoelmat
Omakuva,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Lätäkössä seisova lehmä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Lätäkössä seisova lehmä,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Sinebrychoffin taidemuseo,1919,Hjalmar Linderin lahjoituskokoelma
no title,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
no title,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; alastonmalliharjoitelma,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Näyttämöesityksen tarkoitus (kuva II),Ateneum,2008,Rolando ja Siv Pieraccinin kokoelma
Viiman ystävät,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Lämmin kesäpäivä Bovin lähistöllä,Ateneum,1901,Hovingin kokoelma
Näyttelijät Iwai Kumesaburo ja Ichikawa Danjuro VIII näytelmässä Ichi-no-tani futabagunki (Ichi-no-tanin taistelu),Ateneum,1908,Antellin kokoelmat
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
"26 opetusmallia, ihmisten päitä ja jäseniä, sidottu vihkoksi",Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
no title,Sinebrychoffin taidemuseo,no date,Antellin kokoelmat
Kiviä ja romua,Ateneum,1998,Viiva ja väri -ryhmän arkistokokoelma
Mikael Saxo,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Mikael Saxo,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön ; luonnos,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Ateneum,1997,Kokoelma Igor Eriksson
Turenne,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
Turenne,Sinebrychoffin taidemuseo,1919,Antellin kokoelmat; Ramsayn testamenttikokoelma
Onnellisen liiton allegoria,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Onnellisen liiton allegoria,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
nimetön (Veden vapauttaja?),Kiasma,1999,Maj-Lis Pitkäsen kokoelma
nimetön,Kiasma,1999,Maj-Lis Pitkäsen kokoelma
Nuoren naisen muotokuva,Sinebrychoffin taidemuseo,1921,Paul ja Fanny Sinebrychoffin taidekokoelma
Domenichino,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Domenichino,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
Kaupunkinäkymä Hollannista,Sinebrychoffin taidemuseo,1901,Carl von Haartmanin testamenttikokoelma
Nicolaus Fabricius de Peirese,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat
Nicolaus Fabricius de Peirese,Sinebrychoffin taidemuseo,1900,Antellin kokoelmat; Collanin kokoelma
"Le singe et le leopard, kuvitus Lafontainen tarinaan 182",Sinebrychoffin taidemuseo,1919,Antellin kokoelmat
