Vuoteella lepäävä pariskunta - mies ampuu jousella kukkoa,Sinebrychoffin taidemuseo,1994
"Maisema Lapista, kesäyö",Ateneum,1915
Sisällysluettelo,Kiasma,2012
Sisällysluettelo,Kiasma,2012
Los damas (naisia katsomossa),Ateneum,1924
"Luistelijoita Hollannissa, kopio Isaac van Ostaden mukaan",Ateneum,1863
"Säären yläosan indolentti haavauma, joka osoittautui syfiliittiseksi gummaksi",Kiasma,1999
Naantalin kirkko,Ateneum,1934
Joutsenet Vaasassa,Kiasma,1974
Pan ja Syrinx (Maggie Gripenberg),Ateneum,1989
Karnevaali,Ateneum,1966
Kahdeksan näkymää olohuoneesta,Ateneum,1908
"Kuusi aihetta (Luonnos aiheisiin ""Laivan savu"" ja ""Potku"")",Ateneum,1982
Kölnin tuomiokirkko,Sinebrychoffin taidemuseo,1889
"Salkusta ""I Collages di Magnelli"", nro 7",Ateneum,2009
Ihmissusi,Kiasma,1999
Kyttyräselkäiset - Gobbi,Sinebrychoffin taidemuseo,1900
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903
sarjasta Metro Ars,Kiasma,2000
Järvimaisema,Ateneum,2008
nimetön (maisema),Kiasma,1999
"Luonnoskirja, Italia",Ateneum,1993
"Pilviä, Gwynant Valley",Ateneum,1939
Herkules taistelee ratsain,Sinebrychoffin taidemuseo,1900
Varjokulkue,Kiasma,2000
nimetön (maisema),Kiasma,1999
Katariina Suuri,Sinebrychoffin taidemuseo,2004
Rotonden kulmaus Boulevard Montparnassella,Ateneum,1925
Pieni salonki,Kiasma,2010
Puulaatikon päällä istuva verkkoja korjaava mies,Ateneum,1944
Kuninkaitten kumarrus,Ateneum,1993
Holger Pettersen,Ateneum,1994
no title,Sinebrychoffin taidemuseo,1910
Maisema,Ateneum,2000
Metsä,Kiasma,1998
Kaksi naista,Ateneum,2001
Muotokuvaluonnos,Ateneum,1953
"Sisäkuva Hallonbladien kodista, Hympölän Hovi, luonnos Herman ja Elisabeth Hallonbladin kaksoismuotokuvaa varten",Ateneum,1910
Piruparka kaksosineen,Ateneum,1919
Kristuksen ylösnousemus,Ateneum,1873
nimetön (Delirium?) ; koevedos,Kiasma,1999
Kaksi poikaa,Ateneum,1989
Ilmarinen,Ateneum,1938
Tuvansisusta Ahvenanmaalta,Ateneum,1874
Kesä,Ateneum,1938
Naamio,Kiasma,2015
Lippalakkipäinen mies profiilissa,Ateneum,1989
Labyrintti,Kiasma,2014
Thomas Martynin rintakuva,Sinebrychoffin taidemuseo,1919
Serigrafiasalkku,Kiasma,1975
no title,Kiasma,2008
Luonnos sisäkuvaksi syksyllä 1973,Kiasma,1999
Paperiveistosmappi,Kiasma,1991
Kelirikon vankeina. Kuvitusta Ilmari Kiannon romaaniin Ryysyrannan Jooseppi,Ateneum,2006
"Madonna ja lapsi, 2 harjoit.",Ateneum,1989
Hovioikeuden presidentti Karl Axel Levin,Sinebrychoffin taidemuseo,1921
nimetön,Kiasma,1999
nimetön,Kiasma,1999
Vanha riihi (vanhan riihen eteiskatos),Ateneum,1955
nimetön ; luonnos,Kiasma,1999
Sommitteluharjoitelmia teokseen Koivujen alla,Ateneum,1935
Nicolaus Rockox,Sinebrychoffin taidemuseo,1900
Selin seisova nainen,Ateneum,1938
"Istuva mies oikea käsi rinnan päällä, kasvot poispäin kääntyneet",Ateneum,1873
Ilon ja juhlan päivä,Kiasma,2002
nimetön,Kiasma,1999
Luonnoskirja,Ateneum,1961
Uskonut illan en koskaan saapuvan äkkiä näin,Kiasma,1993
Huone näköalalla,Kiasma,2011
Sisäkuva Mariebergin verstaasta,Ateneum,2012
Imatra talvella,Ateneum,1894
Siivekäs pieni poika lukemassa kirjaa Väinämöiselle,Ateneum,1938
Caspar Gevaert,Sinebrychoffin taidemuseo,1900
"Haahka, koiras",Ateneum,1914
"Kalliope, luonnos teatterin kattomaalaukseen",Ateneum,1873
Äiti ja lapsi I,Ateneum,1992
Myrsky,Ateneum,2003
Kylätiellä,Ateneum,2003
Naisen pää,Ateneum,2007
Amor,Ateneum,1954
Arctica,Kiasma,2003
Helsinki Vanitas,Kiasma,1997
Kaksi naista veneessä (triptyykin keskiosa),Ateneum,1908
"Portto ratsastaa seitsenpäisellä eläimellä, toteuttamaton luonnos Tampereen tuomiokirkon lasimaalaukseen",Ateneum,1987
Hiuksiaan kampaava nainen,Ateneum,1941
Jäätelölusikka,Sinebrychoffin taidemuseo,2002
Eino Leinon Alla kasvon kaikkivallan kuvitusta (9) ; Niniven lapset,Ateneum,1944
Omakuva,Ateneum,1950
"Wilhelm von Schwerinin kuolema, luonnos",Ateneum,1935
no title,Sinebrychoffin taidemuseo,1919
Kompositio E,Ateneum,2010
Tuntematon,Sinebrychoffin taidemuseo,1900
Espanjalainen sarja,Kiasma,1993
Äärettömyys,Kiasma,2013
Vinoneliö,Ateneum,1994
Efraim Bonus,Sinebrychoffin taidemuseo,1900
Pääkallo,Ateneum,1953
nimetön,Kiasma,1999
"Kalevalan kuvitusta, XXVI runon alkuvignetti",Ateneum,1941
Rantatöyräs,Ateneum,1989
Piirustus teemasta Outo maa,Ateneum,1993
Nukkuvan miehen pää,Ateneum,1927
Myllypato,Ateneum,1972
Kukkia maljakossa,Ateneum,1971
Neljän ratsumiehen taistelu - Taistelu lipusta,Sinebrychoffin taidemuseo,1900
Taos-vuoret pilvien peitossa,Ateneum,1937
Kuppi ja vati,Sinebrychoffin taidemuseo,1921
"Arashi Rikaku II, roolihenkilö Zundohei, sarjasta Hankajin yuden",Ateneum,1994
nimetön,Kiasma,1999
Kevät 4,Kiasma,1979
nimetön,Kiasma,2003
Istuva tyttö,Ateneum,1937
Ilmestyskirja ; Peto (14),Ateneum,1946
Rantakylä ja veneitä,Ateneum,1965
Peli on menetetty,Kiasma,2014
no title,Sinebrychoffin taidemuseo,1900
Kansanpukujen osto Säkylässä,Ateneum,1879
Larin Kyösti,Ateneum,1928
Rumpujen rytmi pitää meitä otteessaan,Kiasma,1996
Pakolaisia,Ateneum,1943
Soittava nainen,Sinebrychoffin taidemuseo,1921
Taisteluaiheisia figuureita sekä kahden naisfiguurin ryhmä,Ateneum,1938
Exlibris Guido Simberg I,Ateneum,1999
Kuolemantanssi ; Der Ahnenstolze,Sinebrychoffin taidemuseo,1919
Maalaispoika lakki kädessään,Ateneum,1874
Rantamaisema St. Tropezista,Ateneum,1914
Laika-koira opastaa taiteen avaruuteen: Moderni kuvanveisto,Kiasma,1993
Maallikkojen tulva,Kiasma,1968
leikkiviä talonpoikaislapsia,Ateneum,1873
Gunnar Berndtsonin muotokuva,Ateneum,1924
no title,Kiasma,2016
Rouva de la Grange,Sinebrychoffin taidemuseo,1921
Wolter Simbergin exlibris-luonnos ja Kevättunnelman luonnos,Ateneum,1999
Näyttämöllä,Ateneum,2007
Hatanpään kartano,Ateneum,1868
Maaherra P. A. Ekorn,Sinebrychoffin taidemuseo,1921
Lapset kelkkamäessä,Ateneum,1989
Animalia,Sinebrychoffin taidemuseo,1900
nimetön ; luonnos,Kiasma,1999
Luonnos ruokalistaan tai kirjankuvitusta,Ateneum,1935
Salon des armées réservé aux artistes du front (juliste),Ateneum,1920
Läskiä ja lotinaa,Kiasma,1995
triptyykin keskiosa,Ateneum,1994
Istuva,Ateneum,1982
Rakastavaiset,Kiasma,1975
Akvaario,Kiasma,1999
Hotellin parvekkeelta,Ateneum,1958
Barriere de Vincennes Pariisissa,Ateneum,1918
Luonnoksia maalaukseen Linköpingin vankilan ovella vuonna 1600,Ateneum,2011
Todelliset valheet...Mainos mafia!,Kiasma,2002
Delft-maljakko,Sinebrychoffin taidemuseo,1921
Lintu häkissä,Ateneum,1998
Leijona,Ateneum,1997
Torni,Ateneum,1969
J.J. Anckarström paaluun kahlehdittuna,Sinebrychoffin taidemuseo,1900
Muotokuvaluonnos,Ateneum,1953
Kanteletta soittava Amor,Ateneum,1868
Ruotsalaista sadonkorjuuväkeä veneessä,Ateneum,1928
Hummeri-asetelma,Ateneum,2001
Tohtori Tulpin anatomian luento,Sinebrychoffin taidemuseo,1900
Aamu,Ateneum,1948
Sisällysluettelo,Kiasma,2012
Sisällysluettelo,Kiasma,2012
"Stafliat, 2 kpl",Sinebrychoffin taidemuseo,1921
Vuohi ja kolme lammasta,Sinebrychoffin taidemuseo,1900
Kasvihuoneet,Ateneum,1972
Luonnoskirja,Ateneum,1953
Paimentyttö metsässä lehmineen,Sinebrychoffin taidemuseo,1914
Suomalaisia intiaaneja,Kiasma,1991
"Kristuksen kirkastus, Ikaalisten kirkon alttaritaulun luonnos",Ateneum,1983
Piipunpolttajia - Delices des Flamans,Sinebrychoffin taidemuseo,1900
Selin seisova nainen,Ateneum,1938
Kompositio,Ateneum,1991
Tiivistelmä,Kiasma,1973
Cantico del gallo Silvestre -tekstin kuvitus (1/2),Ateneum,2008
Paperiveistosmappi,Kiasma,1991
Tuntematon,Sinebrychoffin taidemuseo,1900
Näkymä Helsingin Kaivopuistosta?,Ateneum,1875
Keilaajat,Sinebrychoffin taidemuseo,1900
Palermon katedraali,Ateneum,2008
Rosvojen hyökkäys,Ateneum,1958
"Luonnoskirja, (88s)",Ateneum,2003
Setelisarja: George Washington,Kiasma,2015
Sommitelma,Ateneum,1998
nimetön (maisema) ; luonnos,Kiasma,1999
Sommitelma,Ateneum,1958
Seitsemän veljeksen kuvitusta,Ateneum,1934
"Muisti, multa, ruumis 2001-06-28",Kiasma,2005
Lapset ja maalausteline,Ateneum,1938
"Kuvitusta kirjaan Finska Folksagor, Berättade af Rafaël Hertzberg, satu Jungfrun, som steg ur hafvet, luonnos sivun 76 kuvitukseen",Ateneum,2011
Asetelma harmaalle paperille,Ateneum,2004
Neitsyt Marian elämä,Sinebrychoffin taidemuseo,1923
Kuva VI: That you have wrong'd me... (Julius Caesar),Ateneum,2008
Nuoren miehen muotokuva,Sinebrychoffin taidemuseo,1921
"Piirustus pilalehti ""Fyreniä"" varten.",Ateneum,1945
Pyhimystuolit,Ateneum,2003
Veneretkellä ja mies käsi pystyssä,Ateneum,1989
Miesmalli,Ateneum,1873
Vuoristomaisema Ranskasta,Ateneum,1939
Vapaaherratar Ulrica Fredrika Cedercreutz,Sinebrychoffin taidemuseo,2012
Heittäytyminen ; nuoruuden työ,Kiasma,1999
Kasvoja,Ateneum,1965
Puisto,Kiasma,1993
Ehdotus J. L. Runebergin hautamuistomerkiksi Porvooseen,Ateneum,1889
Joinville le Pont,Ateneum,1939
"Käteen haavoittunut poika ; Jalka- ja käsitutkielmia, luonnoksia Tampereen tuomiokirkon (Johanneksen kirkko) lehterikaiteen maalauksiin",Ateneum,1987
Punajuuri,Ateneum,2003
Ikkuna,Kiasma,2012
Pyhä Yrjänä,Ateneum,1958
"""Nummisuutarien"" kuvitusta, kuva siv. 135, Sepeteus ja Topias",Ateneum,1935
Symbole,Ateneum,1973
Kärsin että kärsisit,Kiasma,1994
"Pärekori, tyttö ja tuokkonen",Ateneum,2011
Lautasliina,Sinebrychoffin taidemuseo,2013
nimetön (Benjamin),Kiasma,1999
Tyttö käsi kohotettuna,Ateneum,1968
Luutnantti Alexandre Weissgerber de Stragéwiczin muotokuva poikana,Ateneum,1932
nimetön ; luonnos,Kiasma,1999
Rakastavaiset syleilyssä,Ateneum,2008
Kuningatar Kristiina,Sinebrychoffin taidemuseo,1900
"Vene rannassa, keskeneräinen",Ateneum,1944
Poe-Cottage,Kiasma,1999
Mustalainen,Ateneum,1958
Hiljainen paikoitusalue,Ateneum,1973
Sotilas ja vanha mies ; Lyijykynäharjoitelma kahdesta miehestä maisemassa (kaksipuolinen teos),Ateneum,1928
Vuoripuro,Ateneum,1899
Neljä henkilöä leikkimässä pikkulapsen kanssa sekä kaksi pientä luonnosta,Ateneum,1921
Miniatyyri 15 Ruotsin hallitsijaa,Sinebrychoffin taidemuseo,1921
Kevättalven maisema,Ateneum,1924
Maisema,Ateneum,1908
Sarjasta Interchiffres,Kiasma,0
Kaksi harjoitelmaa Mathilda Wreden muotokuvaan,Ateneum,1945
Tapaus n:o 41206,Kiasma,1969
Luonnoksia putoista paperin molemmilla puolilla,Ateneum,1938
Näyttelijä Ichikawa Ebijûrô IV Ishii Kakiemonin roolissa tunnistamattomassa kabuki-näytelmässä,Ateneum,1994
Ranskalainen upseeri 1600-luvun uniformussa takaapäin nähtynä,Ateneum,1926
"17.6.2000 Kinaporinkatu 1 C-porras, alatasanne, mies, kuolinsyy: Heroiinin yliannostus, sarjasta OD Helsinki",Kiasma,2013
no title,Ateneum,1980
Luonnoskirja,Ateneum,1953
Laakapisto-ompelutyö,Sinebrychoffin taidemuseo,2008
Exposition d'Art Marocain (juliste),Ateneum,1920
Kaksi alastonta,Ateneum,1953
"Sg I 13, Cy IV 4",Kiasma,1975
Kylämaisema,Ateneum,1985
Punainen kukka,Ateneum,1926
Marttyyrisarja III,Ateneum,1966
Maaliskuu,Ateneum,2004
Sommitelma,Ateneum,1958
Kuninkaiden tähti,Sinebrychoffin taidemuseo,1900
Hedvig Ulrika Hedengran,Sinebrychoffin taidemuseo,2006
Sammon ryöstö,Ateneum,1958
Kintaro Sakata painii vuorella villisian ja karhun kanssa,Ateneum,1998
Nainen ja mies tammen juurella,Sinebrychoffin taidemuseo,1900
Istuvia alastomia,Ateneum,1989
"Kristus kantamassa ristiä, harjoitelma Turun tuomiokirkon freskoja varten",Ateneum,1873
nimetön,Kiasma,1999
Verkkojen laskeminen,Ateneum,1921
Nainen ja tyttö puusillalla,Sinebrychoffin taidemuseo,1900
nimetön,Kiasma,1999
nimetön,Kiasma,1999
Kaksi kohtausta kabuki-näytelmästä,Ateneum,1908
Kidutus,Kiasma,1999
Asetelma,Kiasma,2003
Kurkijoen rahvas kansanpuvuissa,Ateneum,1909
Kantelettaren kuvitusta (33) ; Mikä lie minua luonut,Ateneum,1940
Luonnoskirja (30s),Ateneum,2003
"Rannalla istuja, Toska",Ateneum,1989
Akvarellisarja,Kiasma,1994
Sarjasta 25 Etchings,Kiasma,1993
Luminen metsä,Ateneum,1900
Polvet rintaa vasten istuva,Ateneum,1989
"Kohtaus Racinen näytelmästä Britannicus, II näytös, III koht.",Sinebrychoffin taidemuseo,1889
Tentunjuojat,Kiasma,1999
?,Sinebrychoffin taidemuseo,1926
Työväenluokan diktatuurin nimeen,Kiasma,2008
Allegoria,Ateneum,1967
nimetön (luonnos),Kiasma,1999
"Maisema, Faueninsel",Ateneum,1907
Äiti ja lapsi,Sinebrychoffin taidemuseo,1919
Uskon allegoria,Sinebrychoffin taidemuseo,1889
Lapset kävelyllä,Ateneum,1989
Opettajatar,Ateneum,2005
Syysmaisema,Ateneum,2007
Lauttasaaren silta,Ateneum,2000
Istuva mies,Ateneum,1987
Naisen kuva,Kiasma,1994
no title,Kiasma,2003
"nimetön (Vaikene sydän, kuuntele hiljaa: on kuolema niittänyt kalleinta viljaa)",Kiasma,1999
Robotit,Ateneum,2007
nimetön,Kiasma,1999
Tuoliasetelma,Ateneum,1975
Rakentaja,Ateneum,1982
Ties and Plastics,Kiasma,1992
Fernand Léger,Ateneum,1962
"luonnoslehtiö, mm. luonnos sarjakuvateoksen kanneksi (Resignaatio ja muita sarjakuvia)",Kiasma,1999
Skandinaviens fiskar (ilmestyi vihkoina vuosina 1836-1857),Ateneum,1963
Originaalipiirustus Vänrikki Stoolin tarinain kuvitukseen,Ateneum,1903
Teen myyjä,Kiasma,2009
Miehen muotokuva,Ateneum,1922
KULTTUURI = PÄÄOMA,Kiasma,2014
"Talonpoika Kankkonen, Kokkolan sankari 26. toukokuuta 1854",Ateneum,1889
"Kaksi lehtipuuta, joiden latvat sulautuvat samaksi siluetiksi",Ateneum,1890
"Kantelettaren kuvitusta (32) ; Missä kanto, karhu kiskoi",Ateneum,1940
"Robert Arnauld, rintakuva 8-kulmaisessä kehyksessä",Sinebrychoffin taidemuseo,1919
Kuvioita valkoisella,Ateneum,1967
Seuraa tulevaisuudesta,Kiasma,2003
Sarjasta Ryhmä 1: 11.89-6,Kiasma,1996
nimetön,Kiasma,1999
Pojan pää,Ateneum,1933
Seipääseen kiinnitetty ilmoitustaulu sillalla,Sinebrychoffin taidemuseo,1900
Omakuva,Kiasma,1980
Muotokuva miehestä kustavilaisessa asussa,Ateneum,1935
Maria Charlotta Silfverstjerna,Sinebrychoffin taidemuseo,1921
"Cricket, Piipää-trilogia (Cricket, Telephone, Gyrus)",Kiasma,2000
Presidentinrouva Margareta Eleonora Ahlman,Sinebrychoffin taidemuseo,1901
nimetön,Kiasma,1999
Tora Gozen katselee parvekkeelta rakastamansa Sukenakin ratsastavan pois,Sinebrychoffin taidemuseo,2008
Mielenosoituskulkue,Ateneum,1988
Five Constructivists,Kiasma,1989
Jaakobin paini enkelin kanssa,Ateneum,1948
Lehmiä ja lampaita,Sinebrychoffin taidemuseo,1900
"Kaukola, luonnos",Ateneum,1890
Lampaita,Sinebrychoffin taidemuseo,1900
Lierihattuinen talonpoika matkalla kolmen kuormamuulin ja koiran kera,Sinebrychoffin taidemuseo,1900
Meri,Ateneum,1967
Luurankoharjoitelma lapaluista ja säärestä,Ateneum,1873
"Pigmentti paperille, no 7",Kiasma,2003
Pienen pojan rintakuva,Ateneum,1883
Luonnoskirja (128s),Ateneum,2003
Anna kaivertaa puunrunkoon,Ateneum,2008
Tuntematon,Sinebrychoffin taidemuseo,1900
Kaksi tuolia interiöörissä,Ateneum,2008
Luonnoskirja (58s),Ateneum,2003
Ristikkorakenteinen lato ja lampi metsikössä,Ateneum,1890
Juhlapuku,Kiasma,2003
Maalaisnainen,Ateneum,1914
Viinimaljaa pitelevä pikkulapsi,Ateneum,1938
Valjaista riisuttu hevonen ja kaksipyöräiset hevoskärryt,Ateneum,1921
Merenpohja,Ateneum,1937
Maria Eufrosyne de la Gardie,Sinebrychoffin taidemuseo,1921
Mustalaisnainen,Ateneum,2005
Sommitelma,Ateneum,1991
no title,Kiasma,2013
Ammatteja Bolognan kaupungin katukuvassa,Sinebrychoffin taidemuseo,1900
nimetön,Kiasma,1999
Keväistä Ketomellaa,Ateneum,1987
"Jhalawar, Intia",Ateneum,2001
Luonnos airueen puvuksi valtiopäiviä varten,Ateneum,1938
Silikoonilaakson porukkaa,Kiasma,2004
Sohva,Kiasma,1981
Silmäys,Kiasma,2011
Tummapukuinen nainen,Ateneum,1926
"""Nummisuutarien"" kuvitusta, Naimaluvan allekirjoittaminen, julkaisematon luonnos siv. 43",Ateneum,1935
Lepääviä maalaisia ja tanssivia lapsia,Ateneum,1860
Markkinakuva,Sinebrychoffin taidemuseo,1921
Helsingin saksalainen kirkko,Ateneum,1958
Lukeva rabbiini,Ateneum,1913
Suoneitsyen turkki sarjasta Luonnon Garderobi,Kiasma,2013
"Kaksi kuvaa kahdesta naisfiguurista, mahdollisesti medaljonkiluonnos",Ateneum,1938
Andalusia 21.8.-86 I,Kiasma,1987
Kikujumies,Ateneum,1937
Humala (?),Kiasma,1999
Vesivärein väritetty lehmä ja lyijykynällä piirretty lehmä,Ateneum,1890
Salambo ; kuvituspiirustus,Kiasma,1999
"Luonnoskirja harmaissa kansissa, 31 lehteä",Ateneum,1948
"Laloue, tytön rintakuva",Ateneum,1926
Etunojassa istuva naismalli,Ateneum,1928
Istuva mies,Ateneum,1989
Maisema. Etualalla järvi ja taustalla kukkuloita. Oikealla rannassa kaksi pienehköä majaa.,Ateneum,1873
Leikkiä diabololla,Ateneum,2008
Marguerite-Henriette de Labriffe Cereksenä,Sinebrychoffin taidemuseo,1919
Tolteekkitarinoita,Kiasma,2003
nimetön,Ateneum,2009
Nuoramoinen,Ateneum,1890
Asetelma,Ateneum,2008
Iltametsä,Ateneum,2003
Maisema,Ateneum,1873
Pyykki-teos,Kiasma,1995
Puuharjoitelma,Ateneum,1939
"Mato maatuma pellosta perunaa, ruokaa, toukokuu 2001",Kiasma,2005
Maalaus,Kiasma,1999
no title,Sinebrychoffin taidemuseo,1900
Kolmen kabuki-näyttelijän roolikuvat,Ateneum,1908
Kattila-koski Napapiirillä ; Kuvitusta teokseen Finland framställdt i teckningar,Ateneum,1908
Tyttö,Ateneum,1945
no title,Kiasma,2003
Alaston,Kiasma,1981
Täti kutoo,Ateneum,1987
Nälkävuonna,Ateneum,1958
Alkunäytöksen kaksi tanssijatarta,Ateneum,2008
"Uutismuotokuva #3 (koulusurmaaja Auvinen, Suomi)",Kiasma,2012
Luonnoskirja (30s),Ateneum,2003
Paha omatunto,Ateneum,1946
"Lannevaatteeseen pukeutunut mies, joka on nostanut ison kiven päänsä yläpuolelle...",Ateneum,1938
Istuva tyttö,Ateneum,2004
Miehen muotokuva,Ateneum,1935
nimetön,Kiasma,1999
Apollo ja Daphne,Sinebrychoffin taidemuseo,1900
Trooppinen puutarha III,Kiasma,2003
"Kuvitusta kirjaan Finska Folksagor, Berättade af Rafaël Hertzberg, satu Det tunga skrinet, luonnos sivun 34 kuvitukseen",Ateneum,2011
Tyttö ruokkii lintuja,Ateneum,1989
Venäläinen asetelma,Ateneum,1959
Mastossa,Ateneum,1968
Säätytalon suihkukaivo,Ateneum,1991
Lehmiä lypsetään,Sinebrychoffin taidemuseo,1901
Rantahongikko,Ateneum,1989
Puuharjoitelma,Ateneum,1940
Näyttelijä Ichikawa Danjuro VIII ja Ichikawa Kodanji IV näytelmässä Mimasu no Date-zome (Upea näyttelijän viitta),Ateneum,1908
"Adrian Cattenburg, rintakuvasoikio",Sinebrychoffin taidemuseo,1919
Tulipalo,Sinebrychoffin taidemuseo,1919
"Luonnoskirja vihertävissä kansissa, 60 lehteä",Ateneum,1948
Purjealus,Ateneum,1944
Ystävykset,Ateneum,1966
Hajoaminen,Ateneum,1973
Kissa sylissä istuva nainen,Ateneum,1989
nimetön,Kiasma,1999
Yksi putosi pelistä,Kiasma,1998
sarjasta Metro Ars,Kiasma,2000
Svenneby gamla kyrka,Kiasma,1999
nimetön,Kiasma,2003
Puolukansurvoja,Ateneum,1916
Olavinlinna,Ateneum,1938
Useita eri kohtauksia,Ateneum,1989
Kristus saarnaa,Ateneum,1989
Rakennus- ja konesommitelma,Ateneum,1959
Aamiaistunti,Ateneum,1971
Talokuva,Ateneum,1982
Omakuva,Ateneum,1997
Suurkaupungin näkymä III,Kiasma,1977
"Kuvitusta kirjaan Finska Folksagor, Berättade af Rafaël Hertzberg, satu Jungfrun, som steg ur hafvet, luonnos sivun 67 kuvitukseen",Ateneum,2011
"Näyttelijät Sawamura Sojuro V, Yamashita Baishi ja Shinsha näytelmässä Soho Tsukushi no iezuto (Tuliaisia Tsukushista)",Ateneum,1908
Hiekkasärkkiä,Ateneum,1945
Kuritus,Kiasma,1994
no title,Kiasma,2013
"Kolme pelästynyttä roomalaista sotilasta, detaljiharjoitelma alttaritaulua ""Kristuksen ylösnousemus"" varten",Ateneum,1913
Kirjailija Toivo Pekkasen muotokuva,Ateneum,1962
Svenska fåglar (ilmestyi vihkoina vuosina 1828-38),Ateneum,1957
Sali,Kiasma,1980
Järvimaisema Hanhimäen lähettyviltä,Ateneum,1938
Istuva malli II,Ateneum,1974
Vanha lehmus,Ateneum,1935
Holvi Semurista,Ateneum,2001
Naisen pää,Ateneum,1929
Kahden välinen,Kiasma,2000
Luonnoskirja,Ateneum,1922
no title,Sinebrychoffin taidemuseo,1919
Espanjatar,Ateneum,1951
"Leijonapäinen vesiallas, patsas ja alaston mies",Ateneum,1989
Punainen taivas,Ateneum,2008
Vanha huivipäinen nainen,Ateneum,1919
nimetön,Kiasma,1999
nimetön ; nimetön (kaksipuolinen teos),Kiasma,1999
Ihanteellinen maisema,Sinebrychoffin taidemuseo,1913
Mies kantaa säkkiä,Ateneum,1989
Hebe,Sinebrychoffin taidemuseo,1945
Castel Gandolfo,Ateneum,1873
Puitten kantaja,Ateneum,2000
"Kipsipää, akatemiaharjoitelma",Ateneum,1944
"Luonnoskirja, (90s)",Ateneum,2003
"""Laski laulellen vesiä""",Ateneum,1948
"Kuvitusta teokseen Norska folkvisor, 1936",Ateneum,1939
Keisari Leopold I,Sinebrychoffin taidemuseo,1900
Hudson Park,Kiasma,1999
Luurankomiehet,Ateneum,1924
Jättikuukunen,Kiasma,2005
Lemminkäinen ?,Ateneum,1938
Lord Tirsdac,Kiasma,2001
Ilta,Kiasma,2003
Italialainen vuoristokaupunki,Ateneum,1873
Kuutamo,Kiasma,1986
"Miehen profiili, harjoitelma",Ateneum,1950
Ihmissusi,Kiasma,1999
Ranskan ja Skotlannin kuningatar Maria Stuart,Sinebrychoffin taidemuseo,1900
"Pääkallot, 14. luvun loppukuva, Seitsemän veljeksen kuvitusta",Ateneum,1934
Kaksi rypäleterttua,Sinebrychoffin taidemuseo,1901
Köynnöstä kantava poika Tampereen tuomiokirkon pohjoislehterin kaiteen vasemmasta reunasta,Ateneum,1987
Vene työnnetään vesille,Ateneum,1937
Karjaa myllyn lähellä,Sinebrychoffin taidemuseo,1900
2 lohikäärmettä,Sinebrychoffin taidemuseo,2002
Talvi-ilta,Kiasma,1984
sarja,Kiasma,1991
Svenska fåglar (ilmestyi vihkoina vuosina 1828-38),Ateneum,1957
"Tavaravaltakunta, Tarina 5 Kuollut tiedustelija",Kiasma,2004
Kesämaisema,Ateneum,1922
Rakkaus on aarre,Kiasma,2002
Seestyminen,Ateneum,1965
Tuomiorovasti J. Winbom,Sinebrychoffin taidemuseo,1921
Miehen muotokuva,Sinebrychoffin taidemuseo,1918
Paikka Bolognasta,Ateneum,2008
no title,Sinebrychoffin taidemuseo,1910
Seitsemän veljeksen kuvitusta,Ateneum,1934
Vene,Ateneum,1937
Hampus Dalström lappeenrantalaisessa kestikievarissa,Ateneum,1938
Saariston tyttö,Ateneum,2005
"Näen, kuuntelen, puhun",Kiasma,2005
Ruokokoski maalaa,Ateneum,1958
"En Alsace libérée les petites filles, se restreignent de bon coeur pour hâter la déliverance de l''Alsace encore annedéxe. Faites comme elles (juliste)",Ateneum,1920
Hiihtäjä,Ateneum,1902
"Merimies, harjoitelma teokseen Kööpenhaminan redillä",Ateneum,1935
Rantapellolla,Ateneum,1985
Fujieda. Sarjasta Tokaidon tien 53 pysähdyspaikkaa,Ateneum,1958
Istuva alaston nainen,Ateneum,1913
"Kasvoharjoitelmia, edestä",Ateneum,1965
Kirkossa,Ateneum,1933
Paul T. Thorvallin exlibris,Ateneum,1925
Kaksi hahmotelmaa koirasta,Ateneum,1989
Gertrud - äiti,Ateneum,1938
Kolme kirkkoon murtautunutta varasta,Ateneum,1913
Omakuva,Ateneum,1923
"Haikon salongissa, harjoitelma teokseen Vanha laulu",Ateneum,1935
Sumumaisema,Ateneum,1945
Aasi ja lampaita,Sinebrychoffin taidemuseo,1900
nimetön,Kiasma,1999
Viulunsoittaja ja posetiivinsoittaja,Sinebrychoffin taidemuseo,1900
Susanna ja vanhat miehet,Sinebrychoffin taidemuseo,1900
Sarjasta 25 Etchings,Kiasma,1993
Eva Raye,Sinebrychoffin taidemuseo,1921
Heinäseipäät,Kiasma,1981
Anopin radio,Ateneum,1979
Hevonen ja nukke,Kiasma,2003
Keskittyminen,Ateneum,1969
Hevosella ratsastava alaston nuorukainen,Ateneum,1897
Ravello,Ateneum,1954
Kalalapio,Sinebrychoffin taidemuseo,2002
Musta meri,Ateneum,1970
Luonnoskirja,Ateneum,1926
Sirkusratsastaja II,Ateneum,1998
Seitsemän veljeksen kuvitusta,Ateneum,1934
Omakuva,Ateneum,2000
Kaksi istuvaa poikaa,Ateneum,1989
Sarjasta Koivusaaren Erkki,Ateneum,1984
Hedelmäasetelma,Ateneum,1993
Veistos,Ateneum,1953
Vatsallaan makaava Maggie Gripenberg,Ateneum,1989
Omenapuu,Ateneum,1989
Värilitosalkku 1/60,Ateneum,1968
nimetön,Kiasma,1999
nimetön,Kiasma,1999
